id,capitulo,titulo_capitulo,nro_articulo,texto
572,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 96,Estos tribunales procederán como jurado en la apreciación de los hechos y sentenciarán con arreglo a derecho.
573,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 96,La ley determinará las demás atribuciones de estos tribunales y regulará su organización y funcionamiento.
574,Capítulo IX,SERVICIO ELECTORAL Y JUSTICIA ELECTORAL,Artículo 97,"Anualmente, se destinarán en la Ley de Presupuestos de la Nación los fondos necesarios para la organización y funcionamiento de estos tribunales, cuyas plantas, remuneraciones y estatuto del personal serán establecidos por ley."
575,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 98,"Un organismo autónomo con el nombre de Contraloría General de la República ejercerá el control de la legalidad de los actos de la Administración, fiscalizará el ingreso y la inversión de los fondos del Fisco, de las municipalidades y de los demás organismos y servicios que determinen las leyes; examinará y juzgará las cuentas de las personas que tengan a su cargo bienes de esas entidades; llevará la contabilidad general de la Nación, y desempeñará las demás funciones que le encomiende la ley orgánica constitucional respectiva."
576,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 98,"El Contralor General de la República deberá tener a lo menos diez años de título de abogado, haber cumplido cuarenta años de edad y poseer las demás calidades necesarias para ser ciudadano con derecho a sufragio. Será designado por el Presidente de la República con acuerdo del Senado adoptado por los tres quintos de sus miembros en ejercicio, por un período de ocho años y no podrá ser designado para el período siguiente. Con todo, al cumplir 75 años de edad cesará en el cargo."
577,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 99,"En el ejercicio de la función de control de legalidad, el Contralor General tomará razón de los decretos y resoluciones que, en conformidad a la ley, deben tramitarse por la Contraloría o representará la ilegalidad de que puedan adolecer; pero deberá darles curso cuando, a pesar de su representación, el Presidente de la República insista con la firma de todos sus Ministros, caso en el cual deberá enviar copia de los respectivos decretos a la Cámara de Diputados. En ningún caso dará curso a los decretos de gastos que excedan el límite señalado en la Constitución y remitirá copia íntegra de los antecedentes a la misma Cámara."
578,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 99,"Corresponderá, asimismo, al Contralor General de la República tomar razón de los decretos con fuerza de ley, debiendo representarlos cuando ellos excedan o contravengan la ley delegatoria o sean contrarios a la Constitución."
579,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 99,"Si la representación tuviere lugar con respecto a un decreto con fuerza de ley, a un decreto promulgatorio de una ley o de una reforma constitucional por apartarse del texto aprobado, o a un decreto o resolución por ser contrario a la Constitución, el Presidente de la República no tendrá la facultad de insistir, y en caso de no conformarse con la representación de la Contraloría deberá remitir los antecedentes al Tribunal Constitucional dentro del plazo de diez días, a fin de que éste resuelva la controversia."
580,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 99,"En lo demás, la organización, el funcionamiento y las atribuciones de la Contraloría General de la República serán materia de una ley orgánica constitucional."
581,Capítulo X,CONTRALORÍA GENERAL DE LA REPÚBLICA,Artículo 100,"Las Tesorerías del Estado no podrán efectuar ningún pago sino en virtud de un decreto o resolución expedido por autoridad competente, en que se exprese la ley o la parte del presupuesto que autorice aquel gasto. Los pagos se efectuarán considerando, además, el orden cronológico establecido en ella y previa refrendación presupuestaria del documento que ordene el pago."
582,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 101,"Las Fuerzas Armadas dependientes del Ministerio encargado de la Defensa Nacional están constituidas única y exclusivamente por el Ejército, la Armada y la Fuerza Aérea. Existen para la defensa de la patria y son esenciales para la seguridad nacional."
583,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 101,"Las Fuerzas de Orden y Seguridad Pública están integradas sólo por Carabineros e Investigaciones. Constituyen la fuerza pública y existen para dar eficacia al derecho, garantizar el orden público y la seguridad pública interior, en la forma que lo determinen sus respectivas leyes orgánicas. Dependen del Ministerio encargado de la Seguridad Pública."
584,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 101,"Las Fuerzas Armadas y Carabineros, como cuerpos armados, son esencialmente obedientes y no deliberantes. Las fuerzas dependientes de los Ministerios encargados de la Defensa Nacional y de la Seguridad Pública son, además, profesionales, jerarquizadas y disciplinadas."
585,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 102,"La incorporación a las plantas y dotaciones de las Fuerzas Armadas y de Carabineros sólo podrá hacerse a través de sus propias Escuelas, con excepción de los escalafones profesionales y de empleados civiles que determine la ley."
586,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 103,"Ninguna persona, grupo u organización podrá poseer o tener armas u otros elementos similares que señale una ley aprobada con quórum calificado, sin autorización otorgada en conformidad a ésta."
587,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 103,"Una ley determinará el Ministerio o los órganos de su dependencia que ejercerán la supervigilancia y el control de las armas. Asimismo, establecerá los órganos públicos encargados de fiscalizar el cumplimiento de las normas relativas a dicho control."
588,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 104,"Los Comandantes en Jefe del Ejército, de la Armada y de la Fuerza Aérea, y el General Director de Carabineros serán designados por el Presidente de la República de entre los cinco oficiales generales de mayor antigüedad, que reúnan las calidades que los respectivos estatutos institucionales exijan para tales cargos; durarán cuatro años en sus funciones, no podrán ser nombrados para un nuevo período y gozarán de inamovilidad en su cargo."
589,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 104,"El Presidente de la República, mediante decreto fundado e informando previamente a la Cámara de Diputados y al Senado, podrá llamar a retiro a los Comandantes en Jefe del Ejército, de la Armada y de la Fuerza Aérea y al General Director de Carabineros, en su caso, antes de completar su respectivo período."
590,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 105,"Los nombramientos, ascensos y retiros de los oficiales de las Fuerzas Armadas y Carabineros, se efectuarán por decreto supremo, en conformidad a la ley orgánica constitucional correspondiente, la que determinará las normas básicas respectivas, así como las normas básicas referidas a la carrera profesional, incorporación a sus plantas, previsión, antigüedad, mando, sucesión de mando y presupuesto de las Fuerzas Armadas y Carabineros."
591,Capítulo XI,"FUERZAS ARMADAS, DE ORDEN Y SEGURIDAD PÚBLICA",Artículo 105,"El ingreso, los nombramientos, ascensos y retiros en Investigaciones se efectuarán en conformidad a su ley orgánica."
592,Capítulo XII,CONSEJO DE SEGURIDAD NACIONAL,Artículo 106,"Habrá un Consejo de Seguridad Nacional encargado de asesorar al Presidente de la República en las materias vinculadas a la seguridad nacional y de ejercer las demás funciones que esta Constitución le encomienda. Será presidido por el Jefe del Estado y estará integrado por los Presidentes del Senado, de la Cámara de Diputados y de la Corte Suprema, por los Comandantes en Jefe de las Fuerzas Armadas, por el General Director de Carabineros y por el Contralor General de la República."
593,Capítulo XII,CONSEJO DE SEGURIDAD NACIONAL,Artículo 106,"En los casos que el Presidente de la República lo determine, podrán estar presentes en sus sesiones los ministros encargados del gobierno interior, de la defensa nacional, de la seguridad pública, de las relaciones exteriores y de la economía y finanzas del país."
594,Capítulo XII,CONSEJO DE SEGURIDAD NACIONAL,Artículo 107,El Consejo de Seguridad Nacional se reunirá cuando sea convocado por el Presidente de la República y requerirá como quórum para sesionar el de la mayoría absoluta de sus integrantes.
595,Capítulo XII,CONSEJO DE SEGURIDAD NACIONAL,Artículo 107,"El Consejo no adoptará acuerdos sino para dictar el reglamento a que se refiere el inciso final de la presente disposición. En sus sesiones, cualquiera de sus integrantes podrá expresar su opinión frente a algún hecho, acto o materia que diga relación con las bases de la institucionalidad o la seguridad nacional."
596,Capítulo XII,CONSEJO DE SEGURIDAD NACIONAL,Artículo 107,"Las actas del Consejo serán públicas, a menos que la mayoría de sus miembros determine lo contrario."
597,Capítulo XII,CONSEJO DE SEGURIDAD NACIONAL,Artículo 107,"Un reglamento dictado por el propio Consejo establecerá las demás disposiciones concernientes a su organización, funcionamiento y publicidad de sus debates."
598,Capítulo XIII,BANCO CENTRAL,Artículo 108,"Existirá un organismo autónomo, con patrimonio propio, de carácter técnico, denominado Banco Central, cuya composición, organización, funciones y atribuciones determinará una ley orgánica constitucional."
599,Capítulo XIII,BANCO CENTRAL,Artículo 109,"El Banco Central sólo podrá efectuar operaciones con instituciones financieras, sean públicas o privadas. De manera alguna podrá otorgar a ellas su garantía, ni adquirir documentos emitidos por el Estado, sus organismos o empresas."
600,Capítulo XIII,BANCO CENTRAL,Artículo 109,"Sin perjuicio de lo anterior, en situaciones excepcionales y transitorias, en las que así lo requiera la preservación del normal funcionamiento de los pagos internos y externos, el Banco Central podrá comprar durante un período determinado y vender, en el mercado secundario abierto, instrumentos de deuda emitidos por el Fisco, de conformidad a lo establecido en su ley orgánica constitucional."
601,Capítulo XIII,BANCO CENTRAL,Artículo 109,Ningún gasto público o préstamo podrá financiarse con créditos directos o indirectos del Banco Central.
602,Capítulo XIII,BANCO CENTRAL,Artículo 109,"Con todo, en caso de guerra exterior o de peligro de ella, que calificará el Consejo de Seguridad Nacional, el Banco Central podrá obtener, otorgar o financiar créditos al Estado y entidades públicas o privadas."
603,Capítulo XIII,BANCO CENTRAL,Artículo 109,"El Banco Central no podrá adoptar ningún acuerdo que signifique de una manera directa o indirecta establecer normas o requisitos diferentes o discriminatorios en relación a personas, instituciones o entidades que realicen operaciones de la misma naturaleza."
604,Capítulo XIV,GOBIERNO Y ADMINISTRACIÓN INTERIOR DEL ESTADO,Artículo 110,"Para el gobierno y administración interior del Estado, el territorio de la República se divide en regiones y éstas en provincias. Para los efectos de la administración local, las provincias se dividirán en comunas."
605,Capítulo XIV,GOBIERNO Y ADMINISTRACIÓN INTERIOR DEL ESTADO,Artículo 110,"La creación, supresión y denominación de regiones, provincias y comunas; la modificación de sus límites, así como la fijación de las capitales de las regiones y provincias, serán materia de ley orgánica constitucional."
